;Annualized fixed costs (€/kW.an);;;Annuity (€/kWh.an);Annulized fixed cost (€/kW.an);scenario vatiation;;;;;CAPEX (€/kW);;;CAPEX (€/kWh);CAPEX (€/kW);OPEX (€/kW.an);;;
157;191.3995384;112.2098103;39.23139049;10.63397509;71.70543182;central;central;central;central;-50%;2330;1130;423,3;100;575;46,6;33,9;8,8893;29,7
158;191.3995384;112.2098103;39.23139049;10.63397509;143.4108636;central;central;central;central;central;2330;1130;423,3;100;1150;46,6;33,9;8,8893;59,3
159;191.3995384;112.2098103;39.23139049;10.63397509;215.1162955;central;central;central;central;50%;2330;1130;423,3;100;1725;46,6;33,9;8,8893;89
160;191.3995384;112.2098103;39.23139049;15.95096264;71.70543182;central;central;central;50%;-50%;2330;1130;423,3;150;575;46,6;33,9;8,8893;29,7
161;191.3995384;112.2098103;39.23139049;15.95096264;143.4108636;central;central;central;50%;central;2330;1130;423,3;150;1150;46,6;33,9;8,8893;59,3
162;191.3995384;112.2098103;39.23139049;15.95096264;215.1162955;central;central;central;50%;50%;2330;1130;423,3;150;1725;46,6;33,9;8,8893;89
163;191.3995384;112.2098103;48.56368762;5.316987546;71.70543182;central;central;25%;-50%;-50%;2330;1130;423,3;50;575;46,6;33,9;8,8893;29,7
164;191.3995384;112.2098103;48.56368762;5.316987546;143.4108636;central;central;25%;-50%;central;2330;1130;423,3;50;1150;46,6;33,9;8,8893;59,3
165;191.3995384;112.2098103;48.56368762;5.316987546;215.1162955;central;central;25%;-50%;50%;2330;1130;423,3;50;1725;46,6;33,9;8,8893;89
166;191.3995384;112.2098103;48.56368762;10.63397509;71.70543182;central;central;25%;central;-50%;2330;1130;423,3;100;575;46,6;33,9;8,8893;29,7
167;191.3995384;112.2098103;48.56368762;10.63397509;143.4108636;central;central;25%;central;central;2330;1130;423,3;100;1150;46,6;33,9;8,8893;59,3
168;191.3995384;112.2098103;48.56368762;10.63397509;215.1162955;central;central;25%;central;50%;2330;1130;423,3;100;1725;46,6;33,9;8,8893;89
169;191.3995384;112.2098103;48.56368762;15.95096264;71.70543182;central;central;25%;50%;-50%;2330;1130;423,3;150;575;46,6;33,9;8,8893;29,7
170;191.3995384;112.2098103;48.56368762;15.95096264;143.4108636;central;central;25%;50%;central;2330;1130;423,3;150;1150;46,6;33,9;8,8893;59,3
171;191.3995384;112.2098103;48.56368762;15.95096264;215.1162955;central;central;25%;50%;50%;2330;1130;423,3;150;1725;46,6;33,9;8,8893;89
172;191.3995384;112.2098103;57.89598475;5.316987546;71.70543182;central;central;50%;-50%;-50%;2330;1130;635;50;575;46,6;33,9;13,335;29,7
173;191.3995384;112.2098103;57.89598475;5.316987546;143.4108636;central;central;50%;-50%;central;2330;1130;635;50;1150;46,6;33,9;13,335;59,3
174;191.3995384;112.2098103;57.89598475;5.316987546;215.1162955;central;central;50%;-50%;50%;2330;1130;635;50;1725;46,6;33,9;13,335;89
175;191.3995384;112.2098103;57.89598475;10.63397509;71.70543182;central;central;50%;central;-50%;2330;1130;635;100;575;46,6;33,9;13,335;29,7
176;191.3995384;112.2098103;57.89598475;10.63397509;143.4108636;central;central;50%;central;central;2330;1130;635;100;1150;46,6;33,9;13,335;59,3
177;191.3995384;112.2098103;57.89598475;10.63397509;215.1162955;central;central;50%;central;50%;2330;1130;635;100;1725;46,6;33,9;13,335;89
178;191.3995384;112.2098103;57.89598475;15.95096264;71.70543182;central;central;50%;50%;-50%;2330;1130;635;150;575;46,6;33,9;13,335;29,7
179;191.3995384;112.2098103;57.89598475;15.95096264;143.4108636;central;central;50%;50%;central;2330;1130;635;150;1150;46,6;33,9;13,335;59,3
180;191.3995384;112.2098103;57.89598475;15.95096264;215.1162955;central;central;50%;50%;50%;2330;1130;635;150;1725;46,6;33,9;13,335;89
181;238.8101121;112.2098103;20.5668;5.316987546;71.70543182;25%;central;-50%;-50%;-50%;2912,5;1130;211,7;50;575;58,25;33,9;4,4457;29,7
182;238.8101121;112.2098103;20.5668;5.316987546;143.4108636;25%;central;-50%;-50%;central;2912,5;1130;211,7;50;1150;58,25;33,9;4,4457;59,3
183;238.8101121;112.2098103;20.5668;5.316987546;215.1162955;25%;central;-50%;-50%;50%;2912,5;1130;211,7;50;1725;58,25;33,9;4,4457;89
184;238.8101121;112.2098103;20.5668;10.63397509;71.70543182;25%;central;-50%;central;-50%;2912,5;1130;211,7;100;575;58,25;33,9;4,4457;29,7
185;238.8101121;112.2098103;20.5668;10.63397509;143.4108636;25%;central;-50%;central;central;2912,5;1130;211,7;100;1150;58,25;33,9;4,4457;59,3
186;238.8101121;112.2098103;20.5668;10.63397509;215.1162955;25%;central;-50%;central;50%;2912,5;1130;211,7;100;1725;58,25;33,9;4,4457;89
187;238.8101121;112.2098103;20.5668;15.95096264;71.70543182;25%;central;-50%;50%;-50%;2912,5;1130;211,7;150;575;58,25;33,9;4,4457;29,7
188;238.8101121;112.2098103;20.5668;15.95096264;143.4108636;25%;central;-50%;50%;central;2912,5;1130;211,7;150;1150;58,25;33,9;4,4457;59,3
189;238.8101121;112.2098103;20.5668;15.95096264;215.1162955;25%;central;-50%;50%;50%;2912,5;1130;211,7;150;1725;58,25;33,9;4,4457;89
190;238.8101121;112.2098103;29.89909335;5.316987546;71.70543182;25%;central;-25%;-50%;-50%;2912,5;1130;423,3;50;575;58,25;33,9;8,8893;29,7
191;238.8101121;112.2098103;29.89909335;5.316987546;143.4108636;25%;central;-25%;-50%;central;2912,5;1130;423,3;50;1150;58,25;33,9;8,8893;59,3
192;238.8101121;112.2098103;29.89909335;5.316987546;215.1162955;25%;central;-25%;-50%;50%;2912,5;1130;423,3;50;1725;58,25;33,9;8,8893;89
193;238.8101121;112.2098103;29.89909335;10.63397509;71.70543182;25%;central;-25%;central;-50%;2912,5;1130;423,3;100;575;58,25;33,9;8,8893;29,7
194;238.8101121;112.2098103;29.89909335;10.63397509;143.4108636;25%;central;-25%;central;central;2912,5;1130;423,3;100;1150;58,25;33,9;8,8893;59,3
195;238.8101121;112.2098103;29.89909335;10.63397509;215.1162955;25%;central;-25%;central;50%;2912,5;1130;423,3;100;1725;58,25;33,9;8,8893;89
196;238.8101121;112.2098103;29.89909335;15.95096264;71.70543182;25%;central;-25%;50%;-50%;2912,5;1130;423,3;150;575;58,25;33,9;8,8893;29,7
197;238.8101121;112.2098103;29.89909335;15.95096264;143.4108636;25%;central;-25%;50%;central;2912,5;1130;423,3;150;1150;58,25;33,9;8,8893;59,3
198;238.8101121;112.2098103;29.89909335;15.95096264;215.1162955;25%;central;-25%;50%;50%;2912,5;1130;423,3;150;1725;58,25;33,9;8,8893;89
199;238.8101121;112.2098103;39.23139049;5.316987546;71.70543182;25%;central;central;-50%;-50%;2912,5;1130;423,3;50;575;58,25;33,9;8,8893;29,7
200;238.8101121;112.2098103;39.23139049;5.316987546;143.4108636;25%;central;central;-50%;central;2912,5;1130;423,3;50;1150;58,25;33,9;8,8893;59,3
201;238.8101121;112.2098103;39.23139049;5.316987546;215.1162955;25%;central;central;-50%;50%;2912,5;1130;423,3;50;1725;58,25;33,9;8,8893;89
202;238.8101121;112.2098103;39.23139049;10.63397509;71.70543182;25%;central;central;central;-50%;2912,5;1130;423,3;100;575;58,25;33,9;8,8893;29,7
203;238.8101121;112.2098103;39.23139049;10.63397509;143.4108636;25%;central;central;central;central;2912,5;1130;423,3;100;1150;58,25;33,9;8,8893;59,3
204;238.8101121;112.2098103;39.23139049;10.63397509;215.1162955;25%;central;central;central;50%;2912,5;1130;423,3;100;1725;58,25;33,9;8,8893;89
205;238.8101121;112.2098103;39.23139049;15.95096264;71.70543182;25%;central;central;50%;-50%;2912,5;1130;423,3;150;575;58,25;33,9;8,8893;29,7
206;238.8101121;112.2098103;39.23139049;15.95096264;143.4108636;25%;central;central;50%;central;2912,5;1130;423,3;150;1150;58,25;33,9;8,8893;59,3
207;238.8101121;112.2098103;39.23139049;15.95096264;215.1162955;25%;central;central;50%;50%;2912,5;1130;423,3;150;1725;58,25;33,9;8,8893;89
208;238.8101121;112.2098103;48.56368762;5.316987546;71.70543182;25%;central;25%;-50%;-50%;2912,5;1130;423,3;50;575;58,25;33,9;8,8893;29,7
209;238.8101121;112.2098103;48.56368762;5.316987546;143.4108636;25%;central;25%;-50%;central;2912,5;1130;423,3;50;1150;58,25;33,9;8,8893;59,3
210;238.8101121;112.2098103;48.56368762;5.316987546;215.1162955;25%;central;25%;-50%;50%;2912,5;1130;423,3;50;1725;58,25;33,9;8,8893;89
211;238.8101121;112.2098103;48.56368762;10.63397509;71.70543182;25%;central;25%;central;-50%;2912,5;1130;423,3;100;575;58,25;33,9;8,8893;29,7
212;238.8101121;112.2098103;48.56368762;10.63397509;143.4108636;25%;central;25%;central;central;2912,5;1130;423,3;100;1150;58,25;33,9;8,8893;59,3
213;238.8101121;112.2098103;48.56368762;10.63397509;215.1162955;25%;central;25%;central;50%;2912,5;1130;423,3;100;1725;58,25;33,9;8,8893;89
214;238.8101121;112.2098103;48.56368762;15.95096264;71.70543182;25%;central;25%;50%;-50%;2912,5;1130;423,3;150;575;58,25;33,9;8,8893;29,7
215;238.8101121;112.2098103;48.56368762;15.95096264;143.4108636;25%;central;25%;50%;central;2912,5;1130;423,3;150;1150;58,25;33,9;8,8893;59,3
216;238.8101121;112.2098103;48.56368762;15.95096264;215.1162955;25%;central;25%;50%;50%;2912,5;1130;423,3;150;1725;58,25;33,9;8,8893;89
217;238.8101121;112.2098103;57.89598475;5.316987546;71.70543182;25%;central;50%;-50%;-50%;2912,5;1130;635;50;575;58,25;33,9;13,335;29,7
218;238.8101121;112.2098103;57.89598475;5.316987546;143.4108636;25%;central;50%;-50%;central;2912,5;1130;635;50;1150;58,25;33,9;13,335;59,3
219;238.8101121;112.2098103;57.89598475;5.316987546;215.1162955;25%;central;50%;-50%;50%;2912,5;1130;635;50;1725;58,25;33,9;13,335;89
220;238.8101121;112.2098103;57.89598475;10.63397509;71.70543182;25%;central;50%;central;-50%;2912,5;1130;635;100;575;58,25;33,9;13,335;29,7
221;238.8101121;112.2098103;57.89598475;10.63397509;143.4108636;25%;central;50%;central;central;2912,5;1130;635;100;1150;58,25;33,9;13,335;59,3
222;238.8101121;112.2098103;57.89598475;10.63397509;215.1162955;25%;central;50%;central;50%;2912,5;1130;635;100;1725;58,25;33,9;13,335;89
223;238.8101121;112.2098103;57.89598475;15.95096264;71.70543182;25%;central;50%;50%;-50%;2912,5;1130;635;150;575;58,25;33,9;13,335;29,7
224;238.8101121;112.2098103;57.89598475;15.95096264;143.4108636;25%;central;50%;50%;central;2912,5;1130;635;150;1150;58,25;33,9;13,335;59,3
225;238.8101121;112.2098103;57.89598475;15.95096264;215.1162955;25%;central;50%;50%;50%;2912,5;1130;635;150;1725;58,25;33,9;13,335;89
226;191.3995384;139.7363357;20.5668;5.316987546;71.70543182;central;25%;-50%;-50%;-50%;2330;1412,5;211,7;50;575;46,6;42,375;4,4457;29,7
227;191.3995384;139.7363357;20.5668;5.316987546;143.4108636;central;25%;-50%;-50%;central;2330;1412,5;211,7;50;1150;46,6;42,375;4,4457;59,3
228;191.3995384;139.7363357;20.5668;5.316987546;215.1162955;central;25%;-50%;-50%;50%;2330;1412,5;211,7;50;1725;46,6;42,375;4,4457;89
229;191.3995384;139.7363357;20.5668;10.63397509;71.70543182;central;25%;-50%;central;-50%;2330;1412,5;211,7;100;575;46,6;42,375;4,4457;29,7
230;191.3995384;139.7363357;20.5668;10.63397509;143.4108636;central;25%;-50%;central;central;2330;1412,5;211,7;100;1150;46,6;42,375;4,4457;59,3
231;191.3995384;139.7363357;20.5668;10.63397509;215.1162955;central;25%;-50%;central;50%;2330;1412,5;211,7;100;1725;46,6;42,375;4,4457;89
232;191.3995384;139.7363357;20.5668;15.95096264;71.70543182;central;25%;-50%;50%;-50%;2330;1412,5;211,7;150;575;46,6;42,375;4,4457;29,7
233;191.3995384;139.7363357;20.5668;15.95096264;143.4108636;central;25%;-50%;50%;central;2330;1412,5;211,7;150;1150;46,6;42,375;4,4457;59,3
234;191.3995384;139.7363357;20.5668;15.95096264;215.1162955;central;25%;-50%;50%;50%;2330;1412,5;211,7;150;1725;46,6;42,375;4,4457;89
235;191.3995384;139.7363357;29.89909335;5.316987546;71.70543182;central;25%;-25%;-50%;-50%;2330;1412,5;423,3;50;575;46,6;42,375;8,8893;29,7
236;191.3995384;139.7363357;29.89909335;5.316987546;143.4108636;central;25%;-25%;-50%;central;2330;1412,5;423,3;50;1150;46,6;42,375;8,8893;59,3
237;191.3995384;139.7363357;29.89909335;5.316987546;215.1162955;central;25%;-25%;-50%;50%;2330;1412,5;423,3;50;1725;46,6;42,375;8,8893;89
238;191.3995384;139.7363357;29.89909335;10.63397509;71.70543182;central;25%;-25%;central;-50%;2330;1412,5;423,3;100;575;46,6;42,375;8,8893;29,7
239;191.3995384;139.7363357;29.89909335;10.63397509;143.4108636;central;25%;-25%;central;central;2330;1412,5;423,3;100;1150;46,6;42,375;8,8893;59,3
240;191.3995384;139.7363357;29.89909335;10.63397509;215.1162955;central;25%;-25%;central;50%;2330;1412,5;423,3;100;1725;46,6;42,375;8,8893;89
241;191.3995384;139.7363357;29.89909335;15.95096264;71.70543182;central;25%;-25%;50%;-50%;2330;1412,5;423,3;150;575;46,6;42,375;8,8893;29,7
242;191.3995384;139.7363357;29.89909335;15.95096264;143.4108636;central;25%;-25%;50%;central;2330;1412,5;423,3;150;1150;46,6;42,375;8,8893;59,3
243;191.3995384;139.7363357;29.89909335;15.95096264;215.1162955;central;25%;-25%;50%;50%;2330;1412,5;423,3;150;1725;46,6;42,375;8,8893;89
244;191.3995384;139.7363357;39.23139049;5.316987546;71.70543182;central;25%;central;-50%;-50%;2330;1412,5;423,3;50;575;46,6;42,375;8,8893;29,7
245;191.3995384;139.7363357;39.23139049;5.316987546;143.4108636;central;25%;central;-50%;central;2330;1412,5;423,3;50;1150;46,6;42,375;8,8893;59,3
246;191.3995384;139.7363357;39.23139049;5.316987546;215.1162955;central;25%;central;-50%;50%;2330;1412,5;423,3;50;1725;46,6;42,375;8,8893;89
247;191.3995384;139.7363357;39.23139049;10.63397509;71.70543182;central;25%;central;central;-50%;2330;1412,5;423,3;100;575;46,6;42,375;8,8893;29,7
248;191.3995384;139.7363357;39.23139049;10.63397509;143.4108636;central;25%;central;central;central;2330;1412,5;423,3;100;1150;46,6;42,375;8,8893;59,3
249;191.3995384;139.7363357;39.23139049;10.63397509;215.1162955;central;25%;central;central;50%;2330;1412,5;423,3;100;1725;46,6;42,375;8,8893;89
250;191.3995384;139.7363357;39.23139049;15.95096264;71.70543182;central;25%;central;50%;-50%;2330;1412,5;423,3;150;575;46,6;42,375;8,8893;29,7
251;191.3995384;139.7363357;39.23139049;15.95096264;143.4108636;central;25%;central;50%;central;2330;1412,5;423,3;150;1150;46,6;42,375;8,8893;59,3
252;191.3995384;139.7363357;39.23139049;15.95096264;215.1162955;central;25%;central;50%;50%;2330;1412,5;423,3;150;1725;46,6;42,375;8,8893;89
253;191.3995384;139.7363357;48.56368762;5.316987546;71.70543182;central;25%;25%;-50%;-50%;2330;1412,5;423,3;50;575;46,6;42,375;8,8893;29,7
254;191.3995384;139.7363357;48.56368762;5.316987546;143.4108636;central;25%;25%;-50%;central;2330;1412,5;423,3;50;1150;46,6;42,375;8,8893;59,3
255;191.3995384;139.7363357;48.56368762;5.316987546;215.1162955;central;25%;25%;-50%;50%;2330;1412,5;423,3;50;1725;46,6;42,375;8,8893;89
256;191.3995384;139.7363357;48.56368762;10.63397509;71.70543182;central;25%;25%;central;-50%;2330;1412,5;423,3;100;575;46,6;42,375;8,8893;29,7
257;191.3995384;139.7363357;48.56368762;10.63397509;143.4108636;central;25%;25%;central;central;2330;1412,5;423,3;100;1150;46,6;42,375;8,8893;59,3
258;191.3995384;139.7363357;48.56368762;10.63397509;215.1162955;central;25%;25%;central;50%;2330;1412,5;423,3;100;1725;46,6;42,375;8,8893;89
259;191.3995384;139.7363357;48.56368762;15.95096264;71.70543182;central;25%;25%;50%;-50%;2330;1412,5;423,3;150;575;46,6;42,375;8,8893;29,7
260;191.3995384;139.7363357;48.56368762;15.95096264;143.4108636;central;25%;25%;50%;central;2330;1412,5;423,3;150;1150;46,6;42,375;8,8893;59,3
261;191.3995384;139.7363357;48.56368762;15.95096264;215.1162955;central;25%;25%;50%;50%;2330;1412,5;423,3;150;1725;46,6;42,375;8,8893;89
262;191.3995384;139.7363357;57.89598475;5.316987546;71.70543182;central;25%;50%;-50%;-50%;2330;1412,5;635;50;575;46,6;42,375;13,335;29,7
263;191.3995384;139.7363357;57.89598475;5.316987546;143.4108636;central;25%;50%;-50%;central;2330;1412,5;635;50;1150;46,6;42,375;13,335;59,3
264;191.3995384;139.7363357;57.89598475;5.316987546;215.1162955;central;25%;50%;-50%;50%;2330;1412,5;635;50;1725;46,6;42,375;13,335;89
265;191.3995384;139.7363357;57.89598475;10.63397509;71.70543182;central;25%;50%;central;-50%;2330;1412,5;635;100;575;46,6;42,375;13,335;29,7
266;191.3995384;139.7363357;57.89598475;10.63397509;143.4108636;central;25%;50%;central;central;2330;1412,5;635;100;1150;46,6;42,375;13,335;59,3
267;191.3995384;139.7363357;57.89598475;10.63397509;215.1162955;central;25%;50%;central;50%;2330;1412,5;635;100;1725;46,6;42,375;13,335;89
268;191.3995384;139.7363357;57.89598475;15.95096264;71.70543182;central;25%;50%;50%;-50%;2330;1412,5;635;150;575;46,6;42,375;13,335;29,7
269;191.3995384;139.7363357;57.89598475;15.95096264;143.4108636;central;25%;50%;50%;central;2330;1412,5;635;150;1150;46,6;42,375;13,335;59,3
270;191.3995384;139.7363357;57.89598475;15.95096264;215.1162955;central;25%;50%;50%;50%;2330;1412,5;635;150;1725;46,6;42,375;13,335;89
271;238.8101121;139.7363357;20.5668;5.316987546;71.70543182;25%;25%;-50%;-50%;-50%;2912,5;1412,5;211,7;50;575;58,25;42,375;4,4457;29,7
272;238.8101121;139.7363357;20.5668;5.316987546;143.4108636;25%;25%;-50%;-50%;central;2912,5;1412,5;211,7;50;1150;58,25;42,375;4,4457;59,3
273;238.8101121;139.7363357;20.5668;5.316987546;215.1162955;25%;25%;-50%;-50%;50%;2912,5;1412,5;211,7;50;1725;58,25;42,375;4,4457;89
274;238.8101121;139.7363357;20.5668;10.63397509;71.70543182;25%;25%;-50%;central;-50%;2912,5;1412,5;211,7;100;575;58,25;42,375;4,4457;29,7
275;238.8101121;139.7363357;20.5668;10.63397509;143.4108636;25%;25%;-50%;central;central;2912,5;1412,5;211,7;100;1150;58,25;42,375;4,4457;59,3
276;238.8101121;139.7363357;20.5668;10.63397509;215.1162955;25%;25%;-50%;central;50%;2912,5;1412,5;211,7;100;1725;58,25;42,375;4,4457;89
277;238.8101121;139.7363357;20.5668;15.95096264;71.70543182;25%;25%;-50%;50%;-50%;2912,5;1412,5;211,7;150;575;58,25;42,375;4,4457;29,7
278;238.8101121;139.7363357;20.5668;15.95096264;143.4108636;25%;25%;-50%;50%;central;2912,5;1412,5;211,7;150;1150;58,25;42,375;4,4457;59,3
279;238.8101121;139.7363357;20.5668;15.95096264;215.1162955;25%;25%;-50%;50%;50%;2912,5;1412,5;211,7;150;1725;58,25;42,375;4,4457;89
280;238.8101121;139.7363357;29.89909335;5.316987546;71.70543182;25%;25%;-25%;-50%;-50%;2912,5;1412,5;423,3;50;575;58,25;42,375;8,8893;29,7
281;238.8101121;139.7363357;29.89909335;5.316987546;143.4108636;25%;25%;-25%;-50%;central;2912,5;1412,5;423,3;50;1150;58,25;42,375;8,8893;59,3
282;238.8101121;139.7363357;29.89909335;5.316987546;215.1162955;25%;25%;-25%;-50%;50%;2912,5;1412,5;423,3;50;1725;58,25;42,375;8,8893;89
283;238.8101121;139.7363357;29.89909335;10.63397509;71.70543182;25%;25%;-25%;central;-50%;2912,5;1412,5;423,3;100;575;58,25;42,375;8,8893;29,7
284;238.8101121;139.7363357;29.89909335;10.63397509;143.4108636;25%;25%;-25%;central;central;2912,5;1412,5;423,3;100;1150;58,25;42,375;8,8893;59,3
285;238.8101121;139.7363357;29.89909335;10.63397509;215.1162955;25%;25%;-25%;central;50%;2912,5;1412,5;423,3;100;1725;58,25;42,375;8,8893;89
286;238.8101121;139.7363357;29.89909335;15.95096264;71.70543182;25%;25%;-25%;50%;-50%;2912,5;1412,5;423,3;150;575;58,25;42,375;8,8893;29,7
287;238.8101121;139.7363357;29.89909335;15.95096264;143.4108636;25%;25%;-25%;50%;central;2912,5;1412,5;423,3;150;1150;58,25;42,375;8,8893;59,3
288;238.8101121;139.7363357;29.89909335;15.95096264;215.1162955;25%;25%;-25%;50%;50%;2912,5;1412,5;423,3;150;1725;58,25;42,375;8,8893;89
289;238.8101121;139.7363357;39.23139049;5.316987546;71.70543182;25%;25%;central;-50%;-50%;2912,5;1412,5;423,3;50;575;58,25;42,375;8,8893;29,7
290;238.8101121;139.7363357;39.23139049;5.316987546;143.4108636;25%;25%;central;-50%;central;2912,5;1412,5;423,3;50;1150;58,25;42,375;8,8893;59,3
291;238.8101121;139.7363357;39.23139049;5.316987546;215.1162955;25%;25%;central;-50%;50%;2912,5;1412,5;423,3;50;1725;58,25;42,375;8,8893;89
292;238.8101121;139.7363357;39.23139049;10.63397509;71.70543182;25%;25%;central;central;-50%;2912,5;1412,5;423,3;100;575;58,25;42,375;8,8893;29,7
293;238.8101121;139.7363357;39.23139049;10.63397509;143.4108636;25%;25%;central;central;central;2912,5;1412,5;423,3;100;1150;58,25;42,375;8,8893;59,3
294;238.8101121;139.7363357;39.23139049;10.63397509;215.1162955;25%;25%;central;central;50%;2912,5;1412,5;423,3;100;1725;58,25;42,375;8,8893;89
295;238.8101121;139.7363357;39.23139049;15.95096264;71.70543182;25%;25%;central;50%;-50%;2912,5;1412,5;423,3;150;575;58,25;42,375;8,8893;29,7
296;238.8101121;139.7363357;39.23139049;15.95096264;143.4108636;25%;25%;central;50%;central;2912,5;1412,5;423,3;150;1150;58,25;42,375;8,8893;59,3
297;238.8101121;139.7363357;39.23139049;15.95096264;215.1162955;25%;25%;central;50%;50%;2912,5;1412,5;423,3;150;1725;58,25;42,375;8,8893;89
298;238.8101121;139.7363357;48.56368762;5.316987546;71.70543182;25%;25%;25%;-50%;-50%;2912,5;1412,5;423,3;50;575;58,25;42,375;8,8893;29,7
299;238.8101121;139.7363357;48.56368762;5.316987546;143.4108636;25%;25%;25%;-50%;central;2912,5;1412,5;423,3;50;1150;58,25;42,375;8,8893;59,3
300;238.8101121;139.7363357;48.56368762;5.316987546;215.1162955;25%;25%;25%;-50%;50%;2912,5;1412,5;423,3;50;1725;58,25;42,375;8,8893;89
301;238.8101121;139.7363357;48.56368762;10.63397509;71.70543182;25%;25%;25%;central;-50%;2912,5;1412,5;423,3;100;575;58,25;42,375;8,8893;29,7
302;238.8101121;139.7363357;48.56368762;10.63397509;143.4108636;25%;25%;25%;central;central;2912,5;1412,5;423,3;100;1150;58,25;42,375;8,8893;59,3
303;238.8101121;139.7363357;48.56368762;10.63397509;215.1162955;25%;25%;25%;central;50%;2912,5;1412,5;423,3;100;1725;58,25;42,375;8,8893;89
304;238.8101121;139.7363357;48.56368762;15.95096264;71.70543182;25%;25%;25%;50%;-50%;2912,5;1412,5;423,3;150;575;58,25;42,375;8,8893;29,7
305;238.8101121;139.7363357;48.56368762;15.95096264;143.4108636;25%;25%;25%;50%;central;2912,5;1412,5;423,3;150;1150;58,25;42,375;8,8893;59,3
306;238.8101121;139.7363357;48.56368762;15.95096264;215.1162955;25%;25%;25%;50%;50%;2912,5;1412,5;423,3;150;1725;58,25;42,375;8,8893;89
307;238.8101121;139.7363357;57.89598475;5.316987546;71.70543182;25%;25%;50%;-50%;-50%;2912,5;1412,5;635;50;575;58,25;42,375;13,335;29,7
308;238.8101121;139.7363357;57.89598475;5.316987546;143.4108636;25%;25%;50%;-50%;central;2912,5;1412,5;635;50;1150;58,25;42,375;13,335;59,3
309;238.8101121;139.7363357;57.89598475;5.316987546;215.1162955;25%;25%;50%;-50%;50%;2912,5;1412,5;635;50;1725;58,25;42,375;13,335;89
310;238.8101121;139.7363357;57.89598475;10.63397509;71.70543182;25%;25%;50%;central;-50%;2912,5;1412,5;635;100;575;58,25;42,375;13,335;29,7
311;238.8101121;139.7363357;57.89598475;10.63397509;143.4108636;25%;25%;50%;central;central;2912,5;1412,5;635;100;1150;58,25;42,375;13,335;59,3
312;238.8101121;139.7363357;57.89598475;10.63397509;215.1162955;25%;25%;50%;central;50%;2912,5;1412,5;635;100;1725;58,25;42,375;13,335;89
313;238.8101121;139.7363357;57.89598475;15.95096264;71.70543182;25%;25%;50%;50%;-50%;2912,5;1412,5;635;150;575;58,25;42,375;13,335;29,7
314;238.8101121;139.7363357;57.89598475;15.95096264;143.4108636;25%;25%;50%;50%;central;2912,5;1412,5;635;150;1150;58,25;42,375;13,335;59,3
315;238.8101121;139.7363357;57.89598475;15.95096264;215.1162955;25%;25%;50%;50%;50%;2912,5;1412,5;635;150;1725;58,25;42,375;13,335;89
